"geoid","income_cat","monthly_mean_income","average_hh_size","monthly_mean_SNAP_benefit","monthly_mean_COVID_benefit","SNAP_eligibility_proportion","households_represented"
51059415600,"$125,000 to $149,999",11370.5208162527,2.37380914784989,0,0,0,19
51059415600,"$150,000 to $199,999",14431.032257008,2.51166081871345,0,0,0,171
51059415600,"$200,000 or more",27607.7545617313,2.65781645639112,0,0,0,592
51059415700,"Less than $35,000",1715.11549373255,2.08759708009733,417.872404253192,553.767674410853,1,30
51059415700,"$35,000 to $49,999",3493.72196199524,2.31042105263158,275.999789473684,364.809894736842,0.388421052631579,19
51059415700,"$50,000 to $59,999",4570.79165452887,2.09847826086957,117.108347826087,206.74552173913,0.211521739130435,23
51059415700,"$60,000 to $74,999",5577.23651192617,2.21358159912377,0,0,0,21
51059415700,"$75,000 to $99,999",7250.74294356367,2.42180478728117,0,0,0,79
51059415700,"$100,000 to $124,999",9346.46010292646,2.71376595744681,0,0,0,94
51059415700,"$125,000 to $149,999",11366.9519316725,2.57758823529412,0,0,0,85
51059415700,"$150,000 to $199,999",14529.4370015874,3.04574522292994,0,0,0,314
51059415700,"$200,000 or more",28088.3572379838,3.24438387501467,0,0,0,605
51059415800,"Less than $35,000",1718.96216661532,2.12152121521215,427.320283202832,563.440714407144,1,100
51059415800,"$35,000 to $49,999",3491.86760567115,2.3045,273.253315789474,362.677157894737,0.389421052631579,38
51059415800,"$50,000 to $59,999",4570.82115259371,2.09339110936032,110.985970122118,200.076937062513,0.205660434532287,33
51059415800,"$60,000 to $74,999",5576.43930823031,2.2982641509434,0,0,0,106
51059415800,"$75,000 to $99,999",7256.03058236011,2.33296923076923,0,0,0,65
51059415800,"$100,000 to $124,999",9363.46950602157,2.55701754385965,0,0,0,114
51059415800,"$125,000 to $149,999",11374.1136217001,2.57862009904308,0,0,0,188
51059415800,"$150,000 to $199,999",14460.5879951658,2.74452353749647,0,0,0,414
51059415800,"$200,000 or more",27949.63815988,2.95217012448133,0,0,0,723
51059415900,"Less than $35,000",1744.23652615172,2.3708961038961,491.204285714286,627.760584415584,1,77
51059415900,"$35,000 to $49,999",3491.75433825972,2.45054997381077,297.583591257559,401.403504595019,0.432741298033427,21
51059415900,"$50,000 to $59,999",4572.76354130973,2.034,103.942,186.606,0.191,1
51059415900,"$60,000 to $74,999",5565.77575450446,2.46188923778476,0,0,0,50
51059415900,"$75,000 to $99,999",7268.42887458448,2.46733766657247,0,0,0,46
51059415900,"$100,000 to $124,999",9388.38103848106,2.67022955045443,0,0,0,90
51059415900,"$125,000 to $149,999",11383.6563267429,2.63423115577889,0,0,0,199
51059415900,"$150,000 to $199,999",14432.9915904114,2.68934343434343,0,0,0,198
51059415900,"$200,000 or more",27782.1707847381,2.80180115830116,0,0,0,518
51059416000,"Less than $35,000",1764.16274953701,2.48893322203673,517.827188647746,649.130338898164,1,599
51059416000,"$35,000 to $49,999",3492.85623225198,2.43420172207149,308.72344649593,399.758704108118,0.421017801601482,136
51059416000,"$50,000 to $59,999",4571.06015570807,2.09042553191489,115.995404255319,205.695255319149,0.210659574468085,47
51059416000,"$60,000 to $74,999",5576.13788589269,2.2912564857089,0,0,0,122
51059416000,"$75,000 to $99,999",7251.7929840123,2.41182384769647,0,0,0,185
51059416000,"$100,000 to $124,999",9347.88786856647,2.62448366013072,0,0,0,153
51059416000,"$125,000 to $149,999",11367.5843497215,2.47423853211009,0,0,0,109
51059416000,"$150,000 to $199,999",14484.7293533192,2.72221090909091,0,0,0,275
51059416000,"$200,000 or more",27834.5218021626,2.99184510870033,0,0,0,581
51059416100,"Less than $35,000",1726.85129056811,2.10497281474957,417.250667214124,556.888623254151,1,151
51059416100,"$35,000 to $49,999",3505.31209067514,2.33546018313296,256.795844807128,348.573047962329,0.368422623711763,134
51059416100,"$50,000 to $59,999",4572.69677634964,2.0134347826087,100.12652173913,172.798695652174,0.175869565217391,23
51059416100,"$60,000 to $74,999",5575.17057272987,2.1732565348693,0,0,0,50
51059416100,"$75,000 to $99,999",7266.32200311035,2.28854545454545,0,0,0,77
51059416100,"$100,000 to $124,999",9356.80098318831,2.47521325901514,0,0,0,115
51059416100,"$125,000 to $149,999",11368.6806126338,2.34895791996698,0,0,0,63
51059416100,"$150,000 to $199,999",14448.2581284018,2.52209960159363,0,0,0,251
51059416100,"$200,000 or more",27391.9402268194,2.66892047377327,0,0,0,591
51059416200,"Less than $35,000",1933.93341920404,3.50137243497515,762.305700962235,874.825420148774,1,98
51059416200,"$35,000 to $49,999",3555.18482056554,3.95359842519685,594.871440944882,831.900559055118,0.828622047244095,127
51059416200,"$50,000 to $59,999",4565.62886357509,3.8674756097561,276.213268292683,409.912243902439,0.36730487804878,82
51059416200,"$60,000 to $74,999",5646.13311914867,3.73197576639113,0,0,0,154
51059416200,"$75,000 to $99,999",7355.92355582718,3.82593571428571,0,0,0,280
51059416200,"$100,000 to $124,999",9408.12987152166,3.41754984330497,0,0,0,112
51059416200,"$125,000 to $149,999",11414.12472967,3.83118691588785,0,0,0,214
51059416200,"$150,000 to $199,999",14499.6547312796,3.31754716981132,0,0,0,106
51059416200,"$200,000 or more",29093.0328273209,3.16672916555062,0,0,0,56
51059416300,"Less than $35,000",1815.74862367422,2.04670666666667,382.481293333333,534.528826666667,1,75
51059416300,"$35,000 to $49,999",3553.97684923458,2.37852,221.50148,349.99372,0.378,25
51059416300,"$50,000 to $59,999",4601.18624436252,2.25536842105263,63.8652631578947,92.8042105263158,0.0831578947368421,19
51059416300,"$60,000 to $74,999",5660.11269310785,2.08870491803279,0,0,0,61
51059416300,"$75,000 to $99,999",7328.71953920095,2.69992105263158,0,0,0,38
51059416300,"$100,000 to $124,999",9425.91608834138,2.54022916666667,0,0,0,48
51059416300,"$125,000 to $149,999",11386.3788626,2.59887931034483,0,0,0,58
51059416300,"$150,000 to $199,999",14382.0669558331,2.62822093293908,0,0,0,116
51059416300,"$200,000 or more",29277.0902181668,2.80013408289919,0,0,0,267
51059420100,"Less than $35,000",1950.84967110698,2.316,409.956422535211,585.051028169014,1,71
51059420100,"$35,000 to $49,999",3651.05068424491,3.66176942283382,538.127672153005,725.009691762945,0.70359305916315,159
51059420100,"$50,000 to $59,999",4552.59287386367,2.86716223874129,134.514783826128,402.909230307677,0.381046034867829,30
51059420100,"$60,000 to $74,999",5643.41422214431,2.95802857142857,0,0,0,70
51059420100,"$75,000 to $99,999",7381.27134734917,2.48625862068966,0,0,0,58
51059420100,"$100,000 to $124,999",9523.59597344217,3.27497904422037,0,0,0,204
51059420100,"$125,000 to $149,999",11475.7068046826,3.30950844320253,0,0,0,141
51059420100,"$150,000 to $199,999",14386.7504645112,3.10926744186047,0,0,0,172
51059420100,"$200,000 or more",23920.4451822772,3.28414950166113,0,0,0,301
51059420201,"Less than $35,000",1884.62954408739,1.84144736842105,307.404368421053,481.295078947368,1,38
51059420201,"$35,000 to $49,999",3610.36567249109,2.04009866337789,161.26689110363,255.796740108663,0.273424219192694,30
51059420201,"$50,000 to $59,999",4542.63161327015,2.38117857142857,93.5077142857143,271.171714285714,0.259321428571429,28
51059420201,"$60,000 to $74,999",5643.52787296887,2.28930673267651,0,0,0,61
51059420201,"$75,000 to $99,999",7366.9712592346,2.21408531560477,0,0,0,108
51059420201,"$100,000 to $124,999",9474.78309273758,2.34437482697642,0,0,0,177
51059420201,"$125,000 to $149,999",11492.9951932358,2.70452417500525,0,0,0,157
51059420201,"$150,000 to $199,999",14368.667714702,2.78739070869764,0,0,0,300
51059420201,"$200,000 or more",23852.2683116958,2.97219512195122,0,0,0,410
51059420202,"Less than $35,000",1878.49265406047,1.65276666666667,258.059766666667,437.658133333333,1,30
51059420202,"$35,000 to $49,999",3602.87162612761,1.67446875,75.1145,134.54384375,0.1545,32
51059420202,"$50,000 to $59,999",4532.61612987116,1.69698622664667,24.9169280421837,75.6690985953907,0.0730487749443157,44
51059420202,"$60,000 to $74,999",5659.10711277446,1.58398712205592,0,0,0,123
51059420202,"$75,000 to $99,999",7378.95049612101,1.62747366201979,0,0,0,185
51059420202,"$100,000 to $124,999",9399.29037112059,1.4802393391441,0,0,0,303
51059420202,"$125,000 to $149,999",11526.0013352403,1.81573699024163,0,0,0,178
51059420202,"$150,000 to $199,999",14302.4978016936,2.0143727926036,0,0,0,220
51059420202,"$200,000 or more",24025.6113678702,2.48645833333333,0,0,0,120
51059420203,"Less than $35,000",1714.54829804824,2.05360905746634,408.125718775671,545.174577663488,1,28
51059420203,"$35,000 to $49,999",3495.79823985922,2.27614285714286,262.765904761905,348.964595238095,0.371738095238095,42
51059420203,"$50,000 to $59,999",4571.89019434613,2.03765690376569,102.772558616879,179.590747611905,0.183310965500908,38
51059420203,"$60,000 to $74,999",5576.93139616424,2.18,0,0,0,48
51059420203,"$75,000 to $99,999",7262.98495936601,2.29533382683342,0,0,0,77
51059420203,"$100,000 to $124,999",9354.56629058411,2.48024193548387,0,0,0,62
51059420203,"$125,000 to $149,999",11369.0221270915,2.36188811188811,0,0,0,143
51059420203,"$150,000 to $199,999",14451.4862987955,2.53407862815528,0,0,0,223
51059420203,"$200,000 or more",27538.4981025412,2.74676574307305,0,0,0,397
51059420300,"Less than $35,000",1753.07721425748,2.4126480722747,499.774581569038,634.864159223767,1,175
51059420300,"$35,000 to $49,999",3493.32034572305,2.34896899852374,282.743940187628,374.05309776656,0.399161864850707,21
51059420300,"$50,000 to $59,999",4555.22122582887,2.55770689655172,172.030948275862,320.189456896552,0.331413793103448,116
51059420300,"$60,000 to $74,999",5567.69111012237,2.5676746031746,0,0,0,126
51059420300,"$75,000 to $99,999",7260.74894084584,2.53533333333333,0,0,0,123
51059420300,"$100,000 to $124,999",9364.14934012251,2.87339003177869,0,0,0,208
51059420300,"$125,000 to $149,999",11370.7542386988,2.81287980769231,0,0,0,208
51059420300,"$150,000 to $199,999",14484.0547727122,2.88671470588235,0,0,0,340
51059420300,"$200,000 or more",28043.8899349253,3.08168725361367,0,0,0,761
51059420400,"Less than $35,000",1667.90433775961,1.56269872891618,284.413145209803,426.439395004727,1,128
51059420400,"$35,000 to $49,999",3494.56462820414,1.34846853842036,52.3215157557897,85.9762001399992,0.107087605367027,170
51059420400,"$50,000 to $59,999",4599.73530684686,1.29297474747475,9.89976767676768,20.6056212121212,0.0218080808080808,198
51059420400,"$60,000 to $74,999",5616.0665931367,1.22583878160986,0,0,0,448
51059420400,"$75,000 to $99,999",7246.98554273879,1.51266339706533,0,0,0,251
51059420400,"$100,000 to $124,999",9335.19864832595,1.39568013468013,0,0,0,297
51059420400,"$125,000 to $149,999",11370.9545846699,1.50245535714286,0,0,0,224
51059420400,"$150,000 to $199,999",14388.8636117148,1.80383190689246,0,0,0,213
51059420400,"$200,000 or more",27011.2477201579,2.17824344569288,0,0,0,267
51059420501,"Less than $35,000",1669.37225248387,1.45517741935484,250.502774193548,395.576790322581,1,62
51059420501,"$35,000 to $49,999",3501.04316392096,1.22962637362637,27.6785934065934,44.523043956044,0.0522747252747253,91
51059420501,"$50,000 to $59,999",4597.89839798179,1.30769387755102,8.64804081632653,13.2289591836735,0.0130612244897959,49
51059420501,"$60,000 to $74,999",5613.51187789796,1.25281896551724,0,0,0,116
51059420501,"$75,000 to $99,999",7245.64179951133,1.36854469408973,0,0,0,126
51059420501,"$100,000 to $124,999",9341.26093480169,1.52537082771473,0,0,0,66
51059420501,"$125,000 to $149,999",11371.6365247865,1.80063157894737,0,0,0,19
51059420501,"$150,000 to $199,999",14396.6622032885,1.93035718864586,0,0,0,39
51059420501,"$200,000 or more",26611.5300859435,1.96470085470085,0,0,0,117
51059420502,"Less than $35,000",1691.01936578801,1.57699681952496,277.551124444545,423.826758095926,1,133
51059420502,"$35,000 to $49,999",3503.54613360547,1.59176744186047,97.7977441860465,134.590104651163,0.144848837209302,86
51059420502,"$50,000 to $59,999",4591.24454281039,1.4649494949495,24.3645050505051,40.1995151515152,0.0404747474747475,99
51059420502,"$60,000 to $74,999",5601.31062914404,1.50772511440322,0,0,0,151
51059420502,"$75,000 to $99,999",7270.27095928614,1.60932211538462,0,0,0,208
51059420502,"$100,000 to $124,999",9350.65135853532,1.87082474226804,0,0,0,97
51059420502,"$125,000 to $149,999",11367.6139389373,1.62931640390626,0,0,0,175
51059420502,"$150,000 to $199,999",14403.2857624973,1.91326504669518,0,0,0,177
51059420502,"$200,000 or more",26927.571469787,2.23965731989875,0,0,0,224
51059420503,"Less than $35,000",1717.98442979604,1.93602380952381,372.861614285714,516.282109523809,1,210
51059420503,"$35,000 to $49,999",3497.06864702691,2.10698684210526,214.254657894737,293.654368421053,0.319342105263158,76
51059420503,"$50,000 to $59,999",4574.30513871752,1.85681976744186,47.7659651162791,82.5424011627907,0.0840348837209302,172
51059420503,"$60,000 to $74,999",5579.537207189,1.99327504203099,0,0,0,160
51059420503,"$75,000 to $99,999",7287.31364727152,2.10048888888889,0,0,0,225
51059420503,"$100,000 to $124,999",9371.7080049428,2.22334545454545,0,0,0,165
51059420503,"$125,000 to $149,999",11372.9032899668,2.17251748251748,0,0,0,143
51059420503,"$150,000 to $199,999",14423.3264684497,2.35407346446634,0,0,0,209
51059420503,"$200,000 or more",27510.684132016,2.69469939482411,0,0,0,174
51059420600,"Less than $35,000",1724.08533427048,2.07853603603604,410.885337837838,550.691779279279,1,222
51059420600,"$35,000 to $49,999",3505.81753870699,2.28814343742381,240.482865773282,329.359758843972,0.350444832872591,242
51059420600,"$50,000 to $59,999",4572.44975482988,1.9981571691833,93.7602319966857,159.19114012657,0.161397694318653,70
51059420600,"$60,000 to $74,999",5576.37903036179,2.1593606557377,0,0,0,61
51059420600,"$75,000 to $99,999",7286.33283327392,2.26882634730539,0,0,0,334
51059420600,"$100,000 to $124,999",9359.06445520957,2.44153551912568,0,0,0,183
51059420600,"$125,000 to $149,999",11369.5301055565,2.30407855827707,0,0,0,233
51059420600,"$150,000 to $199,999",14445.9006296764,2.50088870681062,0,0,0,310
51059420600,"$200,000 or more",27536.8349826762,2.7549618345395,0,0,0,308
51059420700,"Less than $35,000",1740.49927214988,2.39038197110663,495.957784960446,629.32311291273,1,56
51059420700,"$35,000 to $49,999",3495.03162928754,2.74942857142857,371.222333333333,490.824547619048,0.518547619047619,42
51059420700,"$50,000 to $59,999",4552.266611411,2.58582828343433,183.404531909362,308.066958660827,0.311533769324614,50
51059420700,"$60,000 to $74,999",5552.25964952703,2.75697101449275,0,0,0,69
51059420700,"$75,000 to $99,999",7260.06242974099,2.95638540275288,0,0,0,140
51059420700,"$100,000 to $124,999",9350.99251000133,2.98426582278481,0,0,0,79
51059420700,"$125,000 to $149,999",11343.2910903871,3.36612368590704,0,0,0,197
51059420700,"$150,000 to $199,999",14544.6501232681,3.22464558342421,0,0,0,232
51059420700,"$200,000 or more",28002.1632118769,3.29832666666667,0,0,0,450
51059420800,"Less than $35,000",1712.06141765877,2.1644347826087,441.202333333333,574.008927536232,1,69
51059420800,"$35,000 to $49,999",3491.94690239687,2.525125,330.3369,439.963125,0.4680375,80
51059420800,"$50,000 to $59,999",4571.37094145406,2.08525426271314,115.884994249713,203.230161508075,0.207610380519026,20
51059420800,"$60,000 to $74,999",5567.66291085499,2.4377,0,0,0,90
51059420800,"$75,000 to $99,999",7241.57135598906,2.54309677419355,0,0,0,124
51059420800,"$100,000 to $124,999",9345.98779869707,2.76295444037033,0,0,0,93
51059420800,"$125,000 to $149,999",11362.8980641313,3.02743801652893,0,0,0,242
51059420800,"$150,000 to $199,999",14501.4548044376,2.88630994152047,0,0,0,171
51059420800,"$200,000 or more",27976.3028874529,3.14702542372881,0,0,0,354
51059421001,"Less than $35,000",1870.50002355457,1.84740678063883,312.296821214977,483.665044902983,1,52
51059421001,"$35,000 to $49,999",3606.25183790286,2.03536538461538,160.458769230769,264.243711538462,0.289634615384615,52
51059421001,"$50,000 to $59,999",4541.04331318717,2.36425,86.5829166666667,250.35875,0.239270833333333,48
51059421001,"$60,000 to $74,999",5628.7760360566,2.30321008403361,0,0,0,119
51059421001,"$75,000 to $99,999",7359.68822353803,2.21748983733824,0,0,0,169
51059421001,"$100,000 to $124,999",9473.88634563557,2.2744140625,0,0,0,128
51059421001,"$125,000 to $149,999",11493.9152154593,2.67344680851064,0,0,0,47
51059421001,"$150,000 to $199,999",14389.1740524164,2.73831225687915,0,0,0,209
51059421001,"$200,000 or more",23870.1977888701,2.93610742809184,0,0,0,224
51059421002,"Less than $35,000",1926.06318361983,1.91965656384155,311.342994753927,495.27953406432,1,256
51059421002,"$35,000 to $49,999",3617.30163196704,2.06808526112279,127.00078182292,237.760513700083,0.268019806180644,165
51059421002,"$50,000 to $59,999",4545.65878495202,2.36298229893118,78.4992402696069,248.981415825769,0.238438461838158,77
51059421002,"$60,000 to $74,999",5637.41298733378,2.26421912350598,0,0,0,251
51059421002,"$75,000 to $99,999",7394.35825753123,2.19798124211423,0,0,0,256
51059421002,"$100,000 to $124,999",9467.66646394439,2.27172815590263,0,0,0,207
51059421002,"$125,000 to $149,999",11487.6835680962,2.63023287671233,0,0,0,219
51059421002,"$150,000 to $199,999",14370.9633877665,2.69494642857143,0,0,0,280
51059421002,"$200,000 or more",23951.5516514849,2.86289487179487,0,0,0,390
51059421101,"Less than $35,000",1890.97524787043,1.84261333333333,304.382146666667,480.984093333333,1,75
51059421101,"$35,000 to $49,999",3610.90847634371,2.01444444444444,145.665833333333,241.056648148148,0.2635,54
51059421101,"$50,000 to $59,999",4542.78618782958,2.35224,87.99676,256.01628,0.2438,25
51059421101,"$60,000 to $74,999",5638.1623197238,2.22734328358209,0,0,0,134
51059421101,"$75,000 to $99,999",7407.18017806126,2.16203641569364,0,0,0,380
51059421101,"$100,000 to $124,999",9469.28602471472,2.22439156144192,0,0,0,311
51059421101,"$125,000 to $149,999",11487.2654551609,2.58348815165877,0,0,0,211
51059421101,"$150,000 to $199,999",14383.304872687,2.62913647058824,0,0,0,425
51059421101,"$200,000 or more",23963.4014164857,2.78865794066318,0,0,0,573
51059421102,"Less than $35,000",1845.9561806748,1.81847011952191,310.901446215139,480.036960159362,1,251
51059421102,"$35,000 to $49,999",3605.68864291928,1.92254385964912,128.734456140351,222.07798245614,0.249017543859649,57
51059421102,"$50,000 to $59,999",4539.7099768141,2.15061290322581,58.7270161290323,181.696209677419,0.176048387096774,62
51059421102,"$60,000 to $74,999",5640.95174494587,2.15224528301887,0,0,0,53
51059421102,"$75,000 to $99,999",7372.73975162477,2.08214159292035,0,0,0,113
51059421102,"$100,000 to $124,999",9461.93041993364,2.16223170731707,0,0,0,82
51059421102,"$125,000 to $149,999",11493.8820619509,2.48894074074074,0,0,0,135
51059421102,"$150,000 to $199,999",14384.7839688534,2.5519045365924,0,0,0,298
51059421102,"$200,000 or more",23891.9800341947,2.75334036939314,0,0,0,379
51059421103,"Less than $35,000",1881.81736205688,1.85790976434521,310.180418678702,483.999697372403,1,76
51059421103,"$35,000 to $49,999",3610.15850072424,2.05392515096734,166.307319512289,259.435324435555,0.275164429401131,26
51059421103,"$50,000 to $59,999",4542.25388639031,2.42433333333333,100.998611111111,285.497333333333,0.270166666666667,18
51059421103,"$60,000 to $74,999",5650.68898271613,2.62378883496517,0,0,0,177
51059421103,"$75,000 to $99,999",7354.13728148363,2.49176694989799,0,0,0,324
51059421103,"$100,000 to $124,999",9470.91142358911,2.43440937485119,0,0,0,231
51059421103,"$125,000 to $149,999",11492.4858117167,2.89709813084112,0,0,0,214
51059421103,"$150,000 to $199,999",14368.6397361631,2.90341463145129,0,0,0,362
51059421103,"$200,000 or more",23942.2227980649,3.19002134146341,0,0,0,656
51059421200,"Less than $35,000",1731.16781331297,2.25566666666667,461.255733333333,596.804866666667,1,15
51059421200,"$35,000 to $49,999",3492.09781694545,2.5179,316.4064,422.0537,0.453,10
51059421200,"$50,000 to $59,999",4552.70942542604,2.55729066502558,150.708027231817,272.430785799454,0.280203084734028,26
51059421200,"$60,000 to $74,999",5560.49695675627,2.59544444444444,0,0,0,27
51059421200,"$75,000 to $99,999",7268.19907337621,2.57825,0,0,0,28
51059421200,"$100,000 to $124,999",9418.54951923255,2.93008064516129,0,0,0,124
51059421200,"$125,000 to $149,999",11379.1888528088,2.81415942028985,0,0,0,69
51059421200,"$150,000 to $199,999",14453.4747703895,2.86279831932773,0,0,0,119
51059421200,"$200,000 or more",27969.1666498279,2.98192335766423,0,0,0,274
51059421300,"Less than $35,000",1710.72241505494,2.05834920634921,411.317365079365,547.341396825397,1,63
51059421300,"$35,000 to $49,999",3491.75370702575,2.26888016115708,262.849799278271,355.015333111114,0.382950971725047,69
51059421300,"$50,000 to $59,999",4572.43617918084,2.04776983812837,103.907710256036,188.398825024479,0.193266806941522,48
51059421300,"$60,000 to $74,999",5578.02921664338,2.18762423931999,0,0,0,82
51059421300,"$75,000 to $99,999",7253.47807137526,2.31890361445783,0,0,0,166
51059421300,"$100,000 to $124,999",9370.52307811164,2.51596240601504,0,0,0,266
51059421300,"$125,000 to $149,999",11373.4084106319,2.43337634408602,0,0,0,186
51059421300,"$150,000 to $199,999",14456.737385322,2.60500398406375,0,0,0,251
51059421300,"$200,000 or more",27718.9910893096,2.85224305555556,0,0,0,288
51059421400,"Less than $35,000",1754.01155781923,2.46990806754221,512.018125703565,646.567645403377,1,533
51059421400,"$35,000 to $49,999",3497.30896571431,2.52512736761756,317.383049603844,421.098722477648,0.445079556683767,169
51059421400,"$50,000 to $59,999",4571.58048415233,2.06203473945409,108.905003518388,191.194363171734,0.195363134698715,27
51059421400,"$60,000 to $74,999",5552.22791159002,2.64862910798122,0,0,0,426
51059421400,"$75,000 to $99,999",7267.29859521152,2.53214315648311,0,0,0,346
51059421400,"$100,000 to $124,999",9350.6014963999,2.81340359897172,0,0,0,389
51059421400,"$125,000 to $149,999",11366.833725347,2.59372241992883,0,0,0,281
51059421400,"$150,000 to $199,999",14465.6283382068,2.60016552009517,0,0,0,58
51059421400,"$200,000 or more",27677.6959266642,2.85634262767678,0,0,0,128
51059421500,"Less than $35,000",1788.96384789219,2.90964043209877,629.873609567901,753.345458333333,1,648
51059421500,"$35,000 to $49,999",3482.36678899618,3.41515384615385,569.356085867621,702.406660107335,0.719381037567084,559
